Price,Close,High,Low,Open,Volume,lag_1,lag_2,rolling_mean
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL,,,
Date,,,,,,,,
2022-04-19,164.51502990722656,164.92780484237912,161.0851860080734,162.17605691767423,67723800,162.2252197265625,162.44143676757812,163.06056213378906
2022-04-20,164.34796142578125,165.9695343967265,163.23744599263426,165.851592274227,67929800,164.51502990722656,162.2252197265625,163.6960703531901
2022-04-21,163.5519256591797,168.57386081804293,163.05072036783037,165.9990185433864,87227800,164.34796142578125,164.51502990722656,164.1383056640625
2022-04-22,159.00172424316406,164.97694406303006,158.7167286660117,163.5912552281569,84882400,163.5519256591797,164.34796142578125,162.300537109375
2022-04-25,160.07293701171875,160.35793256447772,155.72911292478716,158.34325918812343,96046400,159.00172424316406,163.5519256591797,160.87552897135416
2022-04-26,154.09771728515625,159.54223452082468,154.01909420285892,159.45378917667253,95623200,160.07293701171875,159.00172424316406,157.72412618001303
2022-04-27,153.87173461914062,157.03622847001597,152.7022402632962,153.22310522913583,88063200,154.09771728515625,160.07293701171875,156.01412963867188
2022-04-28,160.81985473632812,161.68469376070493,156.19101949826612,156.50551186924736,130216800,153.87173461914062,154.09771728515625,156.26310221354166
2022-04-29,154.9330596923828,163.3357123056005,154.5399592760181,159.05085178561868,131747600,160.81985473632812,153.87173461914062,156.5415496826172
2022-05-02,155.2377471923828,155.50308325510557,150.6285715632027,154.00928950852122,123055300,154.9330596923828,160.81985473632812,156.99688720703125
2022-05-03,156.7315216064453,157.9403346152518,153.6259923615283,155.42444099254382,88966500,155.2377471923828,154.9330596923828,155.6341094970703
2022-05-04,163.1588592529297,163.610923336445,156.51534971483846,156.91828748184096,108256500,156.7315216064453,155.2377471923828,158.37604268391928
2022-05-05,154.06822204589844,161.25223873479916,152.2795808204663,161.02620676532553,130525300,163.1588592529297,156.7315216064453,157.98620096842447
2022-05-06,154.7965545654297,156.92245186539364,151.74549742097102,153.54660360417492,116124600,154.06822204589844,163.1588592529297,157.3412119547526
2022-05-09,149.6589813232422,153.36945750408893,149.0979893908198,152.48365942752434,131577900,154.7965545654297,154.06822204589844,152.84125264485678
2022-05-10,152.07029724121094,154.2650965784608,150.5152434800802,153.0643590542694,115366700,149.6589813232422,154.7965545654297,152.17527770996094
2022-05-11,144.186767578125,152.9954442320576,143.5076602631258,151.07623770131187,142689800,152.07029724121094,149.6589813232422,148.63868204752603
2022-05-12,140.30899047851562,143.8915146679824,136.60836588189918,140.515681208882,182602000,144.186767578125,152.07029724121094,145.5220184326172
2022-05-13,144.78712463378906,145.7614978791984,140.8502848803236,142.3069113841073,113990900,140.30899047851562,144.186767578125,143.09429423014322
2022-05-16,143.24191284179688,145.19065940090803,141.90338667799685,143.25176455295096,86643800,144.78712463378906,140.30899047851562,142.7793426513672
2022-05-17,146.88352966308594,147.40515984638031,144.3639390388605,146.50952499662762,78336300,143.24191284179688,144.78712463378906,144.97085571289062
2022-05-18,138.5964813232422,145.03320913315295,137.69099476435753,144.53126736021366,109742900,146.88352966308594,143.24191284179688,142.90730794270834
2022-05-19,135.1812286376953,139.4231706799626,134.44307125165295,137.67127835185013,136095600,138.5964813232422,146.88352966308594,140.2204132080078
2022-05-20,135.41746520996094,138.47835924778758,130.51610307514665,136.89378037255537,137426100,135.1812286376953,138.5964813232422,136.3983917236328
2022-05-23,140.85028076171875,140.99790624101624,135.47648804751876,135.6142768341469,117726300,135.41746520996094,135.1812286376953,137.149658203125
2022-05-24,138.1437225341797,139.72830130754187,135.16156729888525,138.58661405091433,104132700,140.85028076171875,135.41746520996094,138.13715616861978
2022-05-25,138.3011932373047,139.5511291229351,136.15560763062282,136.24418292623076,92482700,138.1437225341797,140.85028076171875,139.09839884440103
2022-05-26,141.50967407226562,142.06082911935607,134.9745220521886,135.22057448520033,90601500,138.3011932373047,138.1437225341797,139.31819661458334
2022-05-27,147.27720642089844,147.31656821908913,142.96636115304457,143.09431327841077,90978500,141.50967407226562,138.3011932373047,142.3626912434896
2022-05-31,146.4898223876953,148.28109191355486,144.5214022588055,146.71620151537235,103718400,147.27720642089844,141.50967407226562,145.09223429361978
2022-06-01,146.3618621826172,149.3440170056093,145.34811215987284,147.53305935939102,74286600,146.4898223876953,147.27720642089844,146.70963033040366
2022-06-02,148.8224334716797,148.88148368182337,144.5411130219896,145.49579813359537,72348100,146.3618621826172,146.4898223876953,147.2247060139974
2022-06-03,143.08444213867188,145.63354221228246,142.17897081970852,144.58043039547144,88570300,148.8224334716797,146.3618621826172,146.0895792643229
2022-06-06,143.83245849609375,146.2240967666152,142.61203260738884,144.70840485443364,71598400,143.08444213867188,148.8224334716797,145.24644470214844
2022-06-07,146.3618621826172,146.64727644838695,141.82465390118458,142.07070637844697,67808200,143.83245849609375,143.08444213867188,144.42625427246094
2022-06-08,145.6237335205078,147.5035634046079,145.1316284687619,146.23393897895934,53950200,146.3618621826172,143.83245849609375,145.2726847330729
2022-06-09,140.38771057128906,145.61386314826538,140.2794468730643,144.75760527366657,69473000,145.6237335205078,146.3618621826172,144.1244354248047
2022-06-10,134.96473693847656,138.53740941897706,134.89583502233484,138.06499277205677,91437900,140.38771057128906,145.6237335205078,140.3253936767578
2022-06-13,129.79762268066406,133.0651921487905,129.3645678675484,130.77198099232118,122207100,134.96473693847656,140.38771057128906,135.0500233968099
2022-06-14,130.6637420654297,131.7759044083777,129.40395419813282,131.02791005525017,84784300,129.79762268066406,134.96473693847656,131.80870056152344
2022-06-15,133.2915496826172,135.1713943388265,130.07319387777778,132.16955091202541,91533000,130.6637420654297,129.79762268066406,131.25097147623697
2022-06-16,128.00633239746094,130.2995431807251,127.00243413205736,129.99444052600703,108123900,133.2915496826172,130.6637420654297,130.65387471516928
2022-06-17,129.48268127441406,130.97868486516475,127.76031356055556,128.0162178037558,134520300,128.00633239746094,133.2915496826172,130.26018778483072
2022-06-21,133.72459411621094,134.8958062983936,131.21487088907804,131.31328286822668,81000500,129.48268127441406,128.00633239746094,130.40453592936197
2022-06-22,133.21282958984375,135.5847642777482,131.7955647861074,132.66165937450523,73409200,133.72459411621094,129.48268127441406,132.1400349934896
2022-06-23,136.0867462158203,136.40168566511255,133.48843193327303,134.65964445396372,72433800,133.21282958984375,133.72459411621094,134.34138997395834
2022-06-24,139.42318725585938,139.66923974712645,137.56303102259437,137.69096810591373,89116800,136.0867462158203,133.21282958984375,136.2409210205078
2022-06-27,139.42318725585938,141.22429329407663,138.74407997710588,140.44675901167543,70207900,139.42318725585938,136.0867462158203,138.31104024251303
2022-06-28,135.2698211669922,141.15539260379745,135.15172077587945,139.8857683457784,67083400,139.42318725585938,139.42318725585938,138.03873189290366
2022-06-29,137.03155517578125,138.4488199898158,134.51197995876558,135.28951427489562,66242400,135.2698211669922,139.42318725585938,137.24152119954428
2022-06-30,134.5612030029297,136.1851436237319,131.65778627775248,135.08283314259847,98964500,137.03155517578125,135.2698211669922,135.62085978190103
2022-07-01,136.73631286621094,136.84457658654097,133.51795639594204,133.89194605156405,71051600,134.5612030029297,137.03155517578125,136.10969034830728
2022-07-05,139.32476806640625,139.3739815709903,134.76787086684834,135.59461869744254,73353800,136.73631286621094,134.5612030029297,136.87409464518228
2022-07-06,140.6632843017578,141.84433323860637,138.85234159739986,139.11808248899268,74064300,139.32476806640625,136.73631286621094,138.90812174479166
2022-07-07,144.03915405273438,144.23599306904134,141.0176218390398,141.02745853360616,66253700,140.6632843017578,139.32476806640625,141.34240214029947
2022-07-08,144.7182159423828,145.22017259883353,142.71043437013336,142.966323535681,64547800,144.03915405273438,140.6632843017578,143.14021809895834
2022-07-11,142.58250427246094,144.3245602553875,141.50971892875648,143.36987531125314,63141600,144.7182159423828,144.03915405273438,143.77995808919272
2022-07-12,143.55690002441406,146.106000831944,142.7596921672052,143.45847299751054,77588800,142.58250427246094,144.7182159423828,143.61920674641928
2022-07-13,143.1927032470703,144.1375363377061,139.87590568375293,140.73217850583993,71185600,143.55690002441406,142.58250427246094,143.11070251464844
2022-07-14,146.1256561279297,146.59807271073137,140.98807885917248,141.80497494021958,78140700,143.1927032470703,143.55690002441406,144.29175313313803
2022-07-15,147.798828125,148.47793549322745,145.85993303693337,147.41498678876548,76259900,146.1256561279297,143.1927032470703,145.70572916666666
2022-07-18,144.74778747558594,149.17673295190042,144.3836195242813,148.35983676190435,81420900,147.798828125,146.1256561279297,146.22409057617188
2022-07-19,148.61569213867188,148.84205620646762,144.5902773267497,145.58432390085355,82982400,144.74778747558594,147.798828125,147.0541025797526
2022-07-20,150.62350463867188,151.29277530503674,147.99566551668846,148.73382307964516,64823400,148.61569213867188,144.74778747558594,147.99566141764322
2022-07-21,152.8970489501953,153.1135763791581,149.5408888191267,152.06046433667046,65086600,150.62350463867188,148.61569213867188,150.7120819091797
2022-07-22,151.65692138671875,153.8123437761435,150.98766576840873,152.93639744167695,66675400,152.8970489501953,150.62350463867188,151.72582499186197
2022-07-25,150.53489685058594,152.5918918778492,149.87547803878698,151.57815691157685,53623900,151.65692138671875,152.8970489501953,151.6962890625
2022-07-26,149.2062530517578,150.67271644888328,148.4188819899041,149.85582028627226,55138700,150.53489685058594,151.65692138671875,150.46602376302084
2022-07-27,154.3142852783203,154.84576710893515,149.75740301368916,150.17076942758217,78620700,149.2062530517578,150.53489685058594,151.35181172688803
2022-07-28,154.86546325683594,155.15087757432116,151.97188319707365,154.50129531236348,81378700,154.3142852783203,149.2062530517578,152.7953338623047
2022-07-29,159.9439697265625,161.04629519406532,156.98150288420325,158.69403377664,101786900,154.86546325683594,154.3142852783203,156.37457275390625
2022-08-01,158.95977783203125,161.00693677079695,158.34957233740533,158.46767275111222,67829400,159.9439697265625,154.86546325683594,157.9230702718099
2022-08-02,157.4834442138672,159.84555733737668,157.10945460814798,157.57203453166576,59907000,158.95977783203125,159.9439697265625,158.7957305908203
2022-08-03,163.50682067871094,163.95954889245084,158.21176579536746,158.30034109572696,82507500,157.4834442138672,158.95977783203125,159.98334757486978
2022-08-04,163.19186401367188,164.55007867195602,161.83364935538773,163.3887030177202,55474100,163.50682067871094,157.4834442138672,161.39404296875
2022-08-05,162.96517944335938,163.45796799318663,160.64906724368603,160.85604505164724,56697000,163.19186401367188,163.50682067871094,163.2212880452474
2022-08-08,162.49209594726562,165.38969510382904,161.83176107750737,163.97046163622954,60276900,162.96517944335938,163.19186401367188,162.88304646809897
2022-08-09,162.5413818359375,163.42841029450733,160.89546979944944,161.65436841608152,63135500,162.49209594726562,162.96517944335938,162.66621907552084
2022-08-10,166.79908752441406,166.89763621928432,164.49282549147833,165.26157448955212,70170500,162.5413818359375,162.49209594726562,163.9441884358724
2022-08-11,166.05990600585938,168.52384897861626,165.76422984138568,167.6072543726192,57149200,166.79908752441406,162.5413818359375,165.13345845540366
2022-08-12,169.61782836914062,169.68681094741032,166.95675811414395,167.37071373861576,68039400,166.05990600585938,166.79908752441406,167.49227396647134
2022-08-15,170.69210815429688,170.88922057556053,168.8786498167292,169.04619612673898,54091700,169.61782836914062,166.05990600585938,168.78994750976562
2022-08-16,170.53440856933594,171.20460883381332,169.1841727217911,170.28801428832625,56377100,170.69210815429688,169.61782836914062,170.2814483642578
2022-08-17,172.03248596191406,173.60940030005358,170.0810475130616,170.27815992548992,79542000,170.53440856933594,170.69210815429688,171.08633422851562
2022-08-18,171.6382598876953,172.37744277272193,170.6231165953559,171.24403503116682,62290100,172.03248596191406,170.53440856933594,171.40171813964844
2022-08-19,169.04620361328125,171.23418617524862,168.83922578662404,170.53441975425127,70346300,171.6382598876953,172.03248596191406,170.90564982096353
2022-08-22,165.15318298339844,167.41014821395845,164.72937695607638,167.2426018901802,69026800,169.04620361328125,171.6382598876953,168.612548828125
2022-08-23,164.81808471679688,166.27674992255248,164.24644808838713,164.6702541399305,54147100,165.15318298339844,169.04620361328125,166.3391571044922
2022-08-24,165.1137237548828,165.68536025466128,163.85218632044496,164.90676099384123,53841500,164.81808471679688,165.15318298339844,165.02833048502603
2022-08-25,167.57769775390625,167.68611185239817,165.9219352009918,166.34572619773232,51218200,165.1137237548828,164.81808471679688,165.8365020751953
2022-08-26,161.26011657714844,168.58296208169574,161.20098435870386,168.10988929542629,78961000,167.57769775390625,165.1137237548828,164.6505126953125
2022-08-29,159.0524444580078,160.55051089039753,157.514946518142,158.82575088680454,73314000,161.26011657714844,167.57769775390625,162.63008626302084
2022-08-30,156.61807250976562,160.21542318351743,155.44523326516241,159.79163221679283,77906200,159.0524444580078,161.26011657714844,158.97687784830728
2022-08-31,154.9524383544922,158.2639781293564,154.87359037905333,157.99786809208942,87991100,156.61807250976562,159.0524444580078,156.87431844075522
2022-09-01,155.6817626953125,156.13511973195193,152.43920566957192,154.3807937267726,74229900,154.9524383544922,156.61807250976562,155.7507578531901
2022-09-02,153.56275939941406,158.04713803269738,152.73487827783597,157.44593542420824,76957800,155.6817626953125,154.9524383544922,154.7323201497396
2022-09-06,152.30125427246094,154.82432967651317,151.47337297526548,154.21327658173306,73714800,153.56275939941406,155.6817626953125,153.84859212239584
2022-09-07,153.71060180664062,154.41035308350388,151.39448974668554,152.587044582361,87449600,152.30125427246094,153.56275939941406,153.19153849283853
2022-09-08,152.2322540283203,154.10484460794962,150.47791285622748,152.4096506976959,84923800,153.71060180664062,152.30125427246094,152.74803670247397
2022-09-09,155.1002960205078,155.54381783971746,152.51808828805244,153.22770515232838,68028800,152.2322540283203,153.71060180664062,153.6810506184896
2022-09-12,161.07284545898438,161.89087619174813,157.00242258515337,157.28823330445064,104956000,155.1002960205078,152.2322540283203,156.1351318359375
2022-09-13,151.62118530273438,158.2245492067868,151.15796283866058,157.59378043168627,122656600,161.07284545898438,155.1002960205078,155.9314422607422
2022-09-14,153.06997680664062,154.83416823515125,151.39449874644285,152.55747250443096,87965400,151.62118530273438,161.07284545898438,155.25466918945312
2022-09-15,150.17237854003906,153.0009950551444,149.19666683175186,152.41949313430064,90481100,153.06997680664062,151.62118530273438,151.62118021647134
2022-09-16,148.52645874023438,149.16709284731172,146.2300624042499,149.02911266156946,162278800,150.17237854003906,153.06997680664062,150.58960469563803
2022-09-19,152.25196838378906,152.3308163679246,146.94957303943247,147.15653583891242,81474200,148.52645874023438,150.17237854003906,150.31693522135416
2022-09-20,154.63705444335938,155.80004334278618,150.8721574135687,151.18753429290712,107689800,152.25196838378906,148.52645874023438,151.80516052246094
2022-09-21,151.50289916992188,156.45049997062233,151.3846347411177,155.0706831334898,101696800,154.63705444335938,152.25196838378906,152.79730733235678
2022-09-22,150.53704833984375,152.24209247430875,148.73344048207258,150.18223999013938,86652500,151.50289916992188,154.63705444335938,152.22566731770834
2022-09-23,148.26036071777344,149.28536935652284,146.41733629369975,149.00940896271652,96029900,150.53704833984375,151.50289916992188,150.10010274251303
2022-09-26,148.59548950195312,151.55222131778743,147.4817823722665,147.50149812854582,93339400,148.26036071777344,150.53704833984375,149.13096618652344
2022-09-27,149.57118225097656,152.48849721993565,147.78729002305445,150.5370586818527,84442700,148.59548950195312,148.26036071777344,148.80901082356772
2022-09-28,147.67886352539062,148.46732818361193,142.75097820989805,145.5105969943164,146691400,149.57118225097656,148.59548950195312,148.61517842610678
2022-09-29,140.42501831054688,144.60387054853373,138.65097655674526,143.99281757061257,128138200,147.67886352539062,149.57118225097656,145.89168802897134
2022-09-30,136.20675659179688,141.03609356030535,136.0096441732016,139.2423359620473,124925300,140.42501831054688,147.67886352539062,141.43687947591147
2022-10-03,140.39547729492188,141.0065454207756,135.7041349641021,136.21663934873945,114311700,136.20675659179688,140.42501831054688,139.00908406575522
2022-10-04,143.99281311035156,144.11107754403744,142.1793399077984,142.9382384476115,87830100,140.39547729492188,136.20675659179688,140.19834899902344
2022-10-05,144.28848266601562,145.25435906019973,140.94737686981628,141.9921012373244,79471000,143.99281311035156,140.39547729492188,142.8922576904297
2022-10-06,143.33248901367188,145.41205756578128,143.12552621752397,143.7070131726072,68402200,144.28848266601562,143.99281311035156,143.8712615966797
2022-10-07,138.0695037841797,141.03610072606975,137.4387349893986,140.4841648717613,85925600,143.33248901367188,144.28848266601562,141.8968251546224
2022-10-10,138.39474487304688,139.84354452092543,136.5714361256321,138.39474487304688,74899000,138.0695037841797,143.33248901367188,139.93224589029947
2022-10-11,136.9755096435547,139.31133774176766,136.22647641502994,137.88223882715224,77033700,138.39474487304688,138.0695037841797,137.8132527669271
2022-10-12,136.3447265625,138.33559643003326,136.1673299106835,137.1233408598166,70433700,136.9755096435547,138.39474487304688,137.2383270263672
2022-10-13,140.9276580810547,141.51899524707383,132.4319742692316,133.0430422244427,113224000,136.3447265625,136.9755096435547,138.08263142903647
2022-10-14,136.38417053222656,142.43561361849277,136.19690846794037,142.22863580040965,88598000,140.9276580810547,136.3447265625,137.8855183919271
2022-10-17,140.35604858398438,140.83897177317823,138.24691403880277,139.035378783641,85250900,136.38417053222656,140.9276580810547,139.22262573242188
2022-10-18,141.6767120361328,144.58416155365336,138.58200045824861,143.39162165141138,99136600,140.35604858398438,136.38417053222656,139.4723103841146
2022-10-19,141.78514099121094,142.8594165632396,139.4591781255194,139.6464402055219,61758300,141.6767120361328,140.35604858398438,141.27263387044272
2022-10-20,141.3218994140625,143.7858421579012,140.59256694794956,140.95724070036255,64522000,141.78514099121094,141.6767120361328,141.5945841471354
2022-10-21,145.14593505859375,145.71757154709675,140.59255890223196,140.80938705437833,86548600,141.3218994140625,141.78514099121094,142.75099182128906
2022-10-24,147.29449462890625,148.06324356402658,143.89425664068742,145.06709579621315,75981900,145.14593505859375,141.3218994140625,144.58744303385416
2022-10-25,150.14283752441406,150.2906831379681,147.20582147413825,147.92528866954444,74732300,147.29449462890625,145.14593505859375,147.5277557373047
2022-10-26,147.1959686279297,149.79789197212497,145.90484979505857,148.7827486054812,88194300,150.14283752441406,147.29449462890625,148.21110026041666
2022-10-27,142.71157836914062,146.900281375259,142.0512434645865,145.934419951747,109180200,147.1959686279297,150.14283752441406,146.68346150716147
2022-10-28,153.49378967285156,155.2284000306861,145.68802050452555,146.06252959255997,164762400,142.71157836914062,147.1959686279297,147.80044555664062
2022-10-31,151.1283721923828,152.01540050751984,149.72885466979213,150.95097555258226,97943200,153.49378967285156,142.71157836914062,149.11124674479166
